keyword_1,keyword_2,count
Language Modelling,cognition,1
Language Modelling,Optical Character Recognition,1
Language Modelling,SpeechToSpeech Translation,1
Language Modelling,Modelling,1
terminology policy,terminology processes,1
terminology policy,Communication strategies,1
terminology policy,management,1
terminology policy,terminology management,1
cognition,Video sequences,1
cognition,Activity recognition,2
cognition,Evaluation,1
cognition,semantic theme classification,1
cognition,Action recognition,1
cognition,voice interaction,1
cognition,"SIFT Points
Matching",1
cognition,crowds,1
cognition,CrowdFlower,1
cognition,MOOC,1
cognition,crowdsourcing,1
cognition,Video,5
cognition,Visual Speech Unit,1
cognition,lifelogging,1
cognition,visual speech recognition,1
cognition,Lifelog,2
cognition,recognition of hand drawn website UIs,1
cognition,Proposals,1
cognition,Benchmark,1
cognition,sentiment,1
cognition,VSU,1
cognition,SenseCam,1
cognition,Dataset,1
cognition,image segmentation,1
cognition,fast  deep  learning,1
cognition,information,2
cognition,analysis,1
cognition,human action recognition,1
cognition,automatic speech recognition,2
cognition,Keyframe Extraction,1
cognition,entity recognition,1
cognition,medical image classification,1
cognition,SenseCam activity recognition,1
cognition,Food Detection,1
cognition,machine translation,1
cognition,memory,2
cognition,"Heterogeneous Sensory
Data Analytics",1
cognition,Concept detection,1
cognition,RF,1
cognition,interactive retrieval,1
cognition,Optical Character Recognition,1
cognition,Human action recognition,1
cognition,video,1
cognition,information retrieval,2
cognition,Visualization,1
cognition,translation,1
cognition,surveillance,1
cognition,Smartphones,1
cognition,coral image segmentation and classification,1
cognition,multimedia linking,1
cognition,Personalization,1
cognition,Metadata,1
cognition,Image segmentation,1
cognition,Professional-produced Video,1
cognition,Amateur-produced Video,1
cognition,SpeechToSpeech Translation,1
cognition,Classification,2
cognition,Analytics,1
cognition,Attribute dynamics,1
cognition,Recommender system,1
cognition,SURF,1
cognition,Tag Relevance,1
cognition,Food Recognition,1
cognition,pattern recognition,1
cognition,Smart-City,1
cognition,Image Dataset,1
cognition,benchmarking,1
cognition,action localisation,1
cognition,learning,4
cognition,deep learning,2
cognition,Speech Recognition,1
cognition,annotated data,1
cognition,Time series,1
cognition,Data Analytics,1
cognition,data,2
cognition,Sports,1
cognition,search,1
cognition,Speech search,1
cognition,TV,1
cognition,example-packing,1
cognition,Pattern Recognition,2
cognition,multi-dimensional  long  short-term  memory,1
cognition,hand shape recognition,1
cognition,statistical machine translation,1
cognition,summarization,1
cognition,Keyframe,1
cognition,image classification,1
cognition,documentaries,1
cognition,Embedded Sensors,1
cognition,Modelling,1
cognition,Indexing,1
cognition,handwriting  recognition,1
cognition,activity recognition,3
cognition,speech recognition,5
cognition,variable  length  input,1
cognition,management,1
cognition,lifelog,2
cognition,recognition,21
cognition,deep  learning,1
cognition,Event classification,1
cognition,CNN,1
cognition,benchmark,1
cognition,Localization and Recognition of Scoreboard,1
cognition,Irish,1
cognition,gesture recognition,1
cognition,HOG,1
cognition,Support vector machines,1
cognition,Feature extraction,1
cognition,Video surveillance,1
cognition,handshape recognition,1
cognition,multimedia,1
cognition,Data management,1
cognition,", statistical machine translation",1
cognition,Human Activity Recognition,1
cognition,Pattern recognition,1
cognition,Lifelogging,1
cognition,lifelogging retrieval and summarization,1
cognition,Manuals,1
cognition,Trajectory,1
cognition,Landmark recognition,1
cognition,sign language,2
cognition,video retrieval,1
cognition,biomedical,1
cognition,Narrative peaks,1
cognition,SIFT,2
User Modelling,Random Indexing,1
User Modelling,Word Embeddings,1
User Modelling,Modelling,1
User Modelling,Indexing,1
User Modelling,Natural Language Processing,1
Medical device software,Software process assessment,1
Medical device software,Safety critical software,2
Medical device software,Medical,4
Medical device software,Software,2
Medical device software,Software integration,1
Medical device software,SPI,3
Medical device software,Safety critical software process,1
Medical device software,SPICE,3
Medical device software,Medical device risks,1
Medical device software,MDevSPICE,3
Medical device software,Medical device,4
Medical device software,Process assessment framework,1
Medical device software,Medical device software development,1
Medical device software,Software process improvement,1
Medical device software,Process model,1
Medical device software,Medical device regulation,1
Medical device software,MDevSPICE®,3
relevance,query reformulation,1
relevance,joint estimation of topic and tag relevance,1
relevance,query expansion,2
relevance,IAP,1
relevance,Information Retrieval,1
relevance,bilingual topic modelling,1
relevance,context,1
relevance,QE,1
relevance,patent,1
relevance,RF,2
relevance,patent prior art search,1
relevance,PRF,1
relevance,imageclef,1
relevance,Query Expansion,1
relevance,query reformulations,1
relevance,Sentence retrieval,1
relevance,modelling,1
relevance,search,1
relevance,Query,3
relevance,Query segmentation,1
relevance,query development,1
relevance,Pseudo relevance feedback,1
relevance,pseudo relevance feedback,2
relevance,Pseudorelevance feedback,1
relevance,Entity,1
relevance,feedback,5
relevance,Rocchio feedback,1
relevance,Cross-lingual Tweet tagging,1
relevance,Incomplete Annotation Problem,1
Pre-processing,Contractions,1
Pre-processing,Twitter,1
Pre-processing,Spelling correction,1
Pre-processing,Informal abbreviations,1
Pre-processing,User-generated content,1
Pre-processing,Non-standard spellings,1
FAIR ontologies,Semantics,1
FAIR ontologies,Vocabulary,1
FAIR ontologies,Semantic,1
FAIR ontologies,"FAccT (Fairness, Accountability, Transparency)",1
FAIR ontologies,OWL,1
FAIR ontologies,Hospitals,1
FAIR ontologies,Data Governance,1
FAIR ontologies,Metadata,1
FAIR ontologies,data,1
FAIR ontologies,Principles,1
FAIR ontologies,Accountability,1
FAIR ontologies,Ontologies,1
Software Product Line,Software,1
Software Product Line,Multi-Criteria Decision Analysis.,1
Software Product Line,Feature Selection,1
Software Product Line,"Multi-Objective Evolution
Algorithm",1
automatic segmentation,search,1
automatic segmentation,Speech search,1
automatic segmentation,passage retrieval,1
Endoscopic video,Semi-supervised,1
Endoscopic video,video,1
Endoscopic video,Polyp,1
Video understanding,Semantic similarity,1
Video understanding,Semantic,1
Video understanding,Video,1
Video understanding,Video-to-language,1
Video understanding,Video captioning,1
Semantics,Vocabulary,1
Semantics,Decoding,1
Semantics,Concept selection,1
Semantics,Data acquisition,1
Semantics,Semantic,9
Semantics,Personal monitoring,1
Semantics,"FAccT (Fairness, Accountability, Transparency)",1
Semantics,OWL,1
Semantics,Benchmark,1
Semantics,Convolution,1
Semantics,Real-time systems,1
Semantics,Intelligent Analytics,1
Semantics,AI ensembles,1
Semantics,Autonomous vehicles,1
Semantics,monitoring,1
Semantics,Decision Support,1
Semantics,Personal logging,1
Semantics,Multimedia,1
Semantics,Hospitals,1
Semantics,Everyday concepts,1
Semantics,Data Governance,2
Semantics,interestingness,1
Semantics,Smart cities,1
Semantics,Image retrieval,1
Semantics,Metadata,1
Semantics,Image segmentation,1
Semantics,Analytics,1
Semantics,Training,1
Semantics,learning,1
Semantics,data,1
Semantics,Media,1
Semantics,Principles,1
Semantics,Streaming media,1
Semantics,Accountability,1
Semantics,Support vector machines,1
Semantics,Ontologies,1
Semantics,Europe,1
Semantics,Cities and towns,1
Knowledge  Graph,Dataspace,1
Knowledge  Graph,Trusted  Data,1
Knowledge  Graph,Personal  Data  Handling,1
chinese translation,MT,1
chinese translation,SMT,1
chinese translation,machine translation,1
chinese translation,translation,1
chinese translation,statistical machine translation,1
Traduction automatique statistique,irlandais,1
Traduction automatique statistique,langue morphologiquement riche,1
Traduction automatique statistique,machine translation,1
Traduction automatique statistique,post-editing,1
Traduction automatique statistique,editing,1
Traduction automatique statistique,langue irlandaise,1
Traduction automatique statistique,translation,1
Traduction automatique statistique,statistical machine translation,1
Traduction automatique statistique,morphologically rich language,1
Traduction automatique statistique,Irish,1
Traduction automatique statistique,Post-édition automatique,1
Traduction automatique statistique,Irish language,1
Sentiment Analysis,COVID-19,1
Sentiment Analysis,NLP,1
Sentiment Analysis,Explainable Artificial Intelligence,1
Sentiment Analysis,Digital Retail,1
Sentiment Analysis,Blockchain,1
Sentiment Analysis,tracker app,1
Sentiment Analysis,privacy,1
Sentiment Analysis,Crisis Management,1
Sentiment Analysis,Artificial Intelligence,1
team sport,GPS,2
team sport,technology,1
team sport,sports,1
team sport,heart rate,1
team sport,Gaelic games,1
team sport,GPS technology,1
team sport,learning,1
team sport,team sports,1
team sport,data,1
team sport,mining,1
team sport,team,2
team sport,zones,1
team sport,activity profile,1
complex drug formulations,Drug Delivery Systems,1
complex drug formulations,dissolution models,1
complex drug formulations,performance,1
complex drug formulations,stochastic framework,1
complex drug formulations,agent-basis,1
complex drug formulations,high performance computing,1
Traffic Scenes,LSTM,1
Traffic Scenes,Prediction,1
Traffic Scenes,Multiple Path Prediction,1
convolution neural network,object detection,1
convolution neural network,street-view analytics,1
convolution neural network,semantic segmentation,1
convolution neural network,urban elements,1
Vocabulary,Semantic,1
Vocabulary,"FAccT (Fairness, Accountability, Transparency)",1
Vocabulary,OWL,1
Vocabulary,Hospitals,1
Vocabulary,Data Governance,1
Vocabulary,Metadata,1
Vocabulary,data,1
Vocabulary,Principles,1
Vocabulary,Accountability,1
Vocabulary,Ontologies,1
Dominant Point,Shape Representation,1
Dominant Point,Shape polygonization,1
lifelogging.,Semantic,1
lifelogging.,lifelogging,1
lifelogging.,concept refinement,1
lifelogging.,indexing,1
lifelogging.,lifelog,1
Deep learning,Agri,1
Deep learning,Dementia,1
Deep learning,Lung segmentation,1
Deep learning,COVID-19,1
Deep learning,analysis,1
Deep learning,Explainable AI,1
Deep learning,Dimensionality reduction,1
Deep learning,Data imbalance,1
Deep learning,learning,7
Deep learning,data,1
Deep learning,mining,1
Deep learning,neural networks,1
Deep learning,neural computing,1
Deep learning,No-show,1
Deep learning,CNN,1
Deep learning,Agri-analytics,1
Deep learning,Lung infection,1
Deep learning,big data,1
Continuous Software Engineering,Open Source Software,1
Continuous Software Engineering,Software,3
Continuous Software Engineering,Situational Factors,1
Continuous Software Engineering,Software Engineer,3
Continuous Software Engineering,Software Engineering,3
Continuous Software Engineering,Microservices,1
Continuous Software Engineering,Agile,3
